Sample	Genotype	Region	Country	Date	Host	D13	PinfSSR8	PinfSSR4	Pi04	Pi70	PinfSSR6	Pi63	PiG11	Pi02	PinfSSR11	PinfSSR2	Pi4B	Missing	Present
NL05557	EU_13_A2	NA	NA	NA	S_tuberosum	136/154/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
NL05592	EU_13_A2	NA	NA	2013	NA	136/144/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
NL05869	EU_13_A2	NA	NA	12/10/2018	S_tuberosum	136/154/0	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
NL07063	EU_13_A2	NA	NA	12/10/2018	S_tuberosum	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
NL07548	EU_13_A2	NA	NA	12/10/2018	S_tuberosum	136/140/152	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
NL08419	EU_13_A2	NA	NA	12/10/2018	S_tuberosum	136/154/0	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
NL98014R	EU_2_A1	NA	NA	12/10/2018	S_tuberosum	136/136/0	260/264/266	288/290/292	166/170/0	192/195/0	242/244/0	270/273/279	154/156/206	258/268/0	341/355/0	173/173/0	217/217/0	0	12
PCL_09_7638B	EU_8_A1	NA	NA	12/10/2018	S_tuberosum	118/136/0	260/266/0	288/294/0	166/170/0	192/192/0	242/244/0	273/279/0	166/166/0	268/268/0	331/341/0	173/175/0	205/217/0	0	12
PCL_12_9186A	EU_35_A2	NA	NA	12/10/2018	S_tuberosum	136/152/154	260/266/0	284/288/0	168/168/0	192/195/0	244/244/0	270/279/0	142/156/160	266/268/0	331/341/0	173/175/0	205/213/0	0	12
petunia_pot1_leafC	EU_23_A1	NA	NA	NA	S_tuberosum	136/210/0	260/266/0	288/294/0	170/170/0	192/192/0	244/244/0	270/279/0	142/156/206	266/268/270	331/341/0	173/175/0	213/217/0	0	12
PSUTomA	US_23	NA	NA	NA	NA	136/210/0	260/266/0	288/294/296	170/170/0	192/192/0	244/244/0	270/279/0	142/156/206	266/268/270	331/341/0	173/175/0	213/217/0	0	12
SI1530	EU_39_A1	NA	NA	NA	NA	136/154/0	260/260/0	288/294/0	168/168/0	192/192/0	240/244/0	279/279/0	142/206/0	268/268/0	341/341/0	173/175/0	205/213/0	0	12
SRP15_13	EU_2_A1	Africa	Algeria	NA	NA	136/136/0	260/266/0	288/290/292	166/170/0	192/195/0	242/244/0	270/273/279	154/156/206	258/268/0	341/355/0	173/173/0	217/217/0	0	12
Tunisia_64	EU_23_A1	Africa	Tunisia	NA	NA	136/208/0	260/260/0	288/296/300	170/170/0	192/192/0	244/244/0	270/279/0	142/156/206	266/268/270	331/341/0	173/175/0	213/217/0	0	12
Tunisia_65	EU_23_A1	Africa	Tunisia	NA	NA	136/208/0	260/266/0	288/296/300	170/170/0	192/192/0	244/244/0	270/279/0	142/156/206	266/268/270	331/341/0	173/175/0	213/217/0	0	12
Tunisia_67	EU_23_A1	Africa	Tunisia	NA	NA	136/208/0	260/260/0	288/296/300	170/170/0	192/192/0	244/244/0	270/279/0	142/156/206	266/268/270	331/341/0	173/175/0	213/217/0	0	12
Tunisia_69	EU_23_A1	Africa	Tunisia	NA	NA	136/208/0	260/260/0	288/296/300	166/170/0	192/192/0	244/244/0	270/279/0	142/156/206	268/270/0	331/341/0	173/175/0	213/217/0	0	12
Tunisia_70	EU_23_A1	Africa	Tunisia	NA	NA	136/208/0	260/266/0	288/296/300	170/170/0	192/192/0	244/244/0	270/279/0	142/156/206	266/268/270	331/341/0	173/175/0	213/217/0	0	12
Tunisia_71	EU_23_A1	Africa	Tunisia	NA	NA	136/208/0	260/260/0	288/296/302	170/170/0	192/192/0	244/244/0	270/279/0	142/156/206	266/268/270	331/341/0	173/175/0	213/217/0	0	12
Tunisia_72	EU_23_A1	Africa	Tunisia	NA	NA	136/208/0	260/260/0	288/296/300	170/170/0	192/192/0	244/244/0	270/279/0	142/156/206	266/268/270	331/341/0	173/175/0	213/217/0	0	12
US_110059_US_23	EU_23_A1	NA	NA	NA	NA	136/210/0	260/266/0	288/294/296	170/170/0	192/192/0	244/244/0	270/279/0	142/156/206	266/268/270	331/341/0	173/173/0	213/213/0	0	12
BU-13.T76	EU_1_A1	Europe	UK	2013	S_lycopersicum	136/136/0	260/266/0	284/294/0	166/170/0	192/192/0	244/244/0	270/279/0	142/142/162	266/268/0	341/356/0	173/175/0	213/217/0	0	12
07_5010B	EU_13_A2	Europe	UK	NA	NA	136/160/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_10_8090A	EU_13_A2	Europe	UK	NA	NA	136/160/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
MND3-14	EU_13_A2	Africa	N_Africa	NA	NA	136/140/158	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	158/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
SYN_256	EU_13_A2	Europe	NA	NA	NA	134/140/162	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	158/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
FRANCE_208	EU_13_A2	Europe	France	NA	NA	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	158/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
CH2011_62	EU_13_A2	Asia	China	NA	NA	136/140/158	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	160/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
BAN_05	EU_13_A2	Asia	Bangladesh	NA	NA	136/154/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	152/158/160	266/268/0	341/341/0	173/173/0	205/213/0	0	12
FR_2012_020_002	EU_13_A2	Europe	France	NA	NA	132/136/156	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	152/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
BASF_FR_002	EU_13_A2	Europe	France	NA	NA	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	152/164/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_12_10522B_FTA	EU_13_A2	Europe	UK	NA	NA	136/138/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/156/160	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_4709A	EU_13_A2	Europe	UK	NA	NA	132/136/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_12_10502B	EU_13_A2	Europe	UK	NA	NA	136/138/158	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/158/160	266/268/0	341/341/0	173/173/0	205/213/0	0	12
FRANCE_279	EU_13_A2	Europe	France	NA	NA	136/140/154	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/158/160	266/268/0	341/341/0	173/173/0	205/213/0	0	12
09FR013	EU_13_A2	Europe	France	NA	NA	136/142/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/158/160	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_10_8222K	EU_13_A2	Europe	UK	NA	NA	124/138/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
13_10706C	EU_13_A2	Europe	UK	NA	NA	130/134/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
FRANCE_209	EU_13_A2	Europe	France	NA	NA	134/136/152	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_12_10462A_FDM	EU_13_A2	Europe	UK	NA	NA	134/136/156	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_09_7190A	EU_13_A2	Europe	UK	NA	NA	134/140/154	260/266/0	294/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
CRA_W_011	EU_13_A2	Europe	Belgium	NA	NA	136/138/156	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
AGRIPHAR-027	EU_13_A2	Europe	NA	NA	NA	132/140/152	260/266/0	284/292/298	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_4878A	EU_13_A2	Europe	UK	NA	NA	134/136/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/158/160	266/268/0	341/341/0	173/173/0	205/213/0	0	12
AB3P1-13	EU_13_A2	Africa	Algeria	NA	NA	136/140/154	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
10FR002	EU_13_A2	Europe	France	NA	NA	136/140/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	264/266/268	341/341/0	173/173/0	205/213/0	0	12
FRANCE_156	EU_13_A2	Europe	France	NA	NA	136/140/154	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
FRANCE_292	EU_13_A2	Europe	France	NA	NA	136/140/154	260/260/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
2010_7902A	EU_13_A2	Europe	UK	NA	NA	136/140/154	260/266/0	284/294/298	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
AR2P31-13	EU_13_A2	Africa	Algeria	NA	NA	136/140/154	260/266/0	284/294/300	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
DE_2012_008_007	EU_13_A2	Europe	Germany	NA	NA	136/140/154	260/266/0	284/294/302	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
FRANCE_185	EU_13_A2	Europe	France	NA	NA	136/140/154	260/266/0	284/296/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
FRANCE_297	EU_13_A2	Europe	France	NA	NA	136/140/168	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_12_9802B	EU_13_A2	Europe	UK	NA	NA	136/144/150	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_5110A	EU_13_A2	Europe	UK	NA	NA	136/148/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
DK_11_60	EU_13_A2	Europe	UK	NA	NA	136/144/154	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
AGRIPHAR-024	EU_13_A2	Europe	Portugal	NA	NA	136/144/154	260/266/0	284/294/300	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_14_11358A	EU_13_A2	Europe	UK	NA	NA	136/152/0	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_12_9622B	EU_13_A2	Europe	UK	NA	NA	136/152/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
08_Pi_026	EU_13_A2	Europe	UK	NA	NA	136/154/0	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
BASF_UA_002	EU_13_A2	Europe	NA	NA	NA	136/154/0	260/266/0	284/292/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_12_10470D_FTA	EU_13_A2	Europe	UK	NA	NA	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/209/213	0	12
PCL_10_8050A	EU_13_A2	Europe	UK	NA	NA	136/154/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_09_7490B	EU_13_A2	Europe	UK	NA	NA	136/154/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
MP786	EU_13_A2	Europe	Poland	NA	NA	136/154/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/217/0	0	12
07_59664	EU_13_A2	Europe	UK	NA	NA	132/136/158	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_10_7826D_1	EU_13_A2	Europe	UK	NA	NA	136/154/0	260/266/0	284/294/298	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_10_7826D	EU_13_A2	Europe	UK	NA	NA	136/154/0	260/266/0	284/294/302	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_12_9982C	EU_13_A2	Europe	UK	NA	NA	136/154/0	260/266/0	284/296/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
CH2012_55	EU_13_A2	Asia	China	NA	NA	136/156/0	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/266/0	341/341/0	173/173/0	205/213/0	0	12
CH2011_76	EU_13_A2	Asia	China	NA	NA	136/156/0	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
TEN-002-11	EU_13_A2	Europe	Spain	NA	NA	136/158/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/205/0	0	12
Pit30	EU_13_A2	Asia	India	NA	NA	136/158/0	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Pit43	EU_13_A2	Asia	India	NA	NA	136/158/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_09_7714A	EU_13_A2	Europe	UK	NA	NA	136/158/0	260/266/0	284/296/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
FR_2012_011_002	EU_13_A2	Europe	France	NA	NA	136/160/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_5086H	EU_13_A2	Europe	UK	NA	NA	136/156/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
13_10958A_TF	EU_13_A2	Europe	UK	NA	NA	136/166/0	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
13_10894C_TF	EU_13_A2	Europe	UK	NA	NA	136/168/0	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
13_10894D_TF	EU_13_A2	Europe	UK	NA	NA	136/172/0	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_12_10530A_FTA	EU_13_A2	Europe	UK	NA	NA	138/144/150	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
SI_02_07	EU_13_A2	Europe	Slovenia	NA	NA	140/140/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
MSC_12_0006A	EU_13_A2	Asia	Nepal	NA	NA	140/142/154	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
13_10918D_TF	EU_13_A2	Europe	UK	NA	NA	132/136/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/162	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_14_11390C	EU_13_A2	Europe	UK	NA	NA	136/140/152	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/162	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_14_11958C	EU_13_A2	Europe	UK	NA	NA	136/150/0	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/162	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Amiga_SarpoMira_18_1	EU_13_A2	Europe	UK	NA	NA	134/136/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_5946B	EU_13_A2	Europe	UK	NA	NA	136/138/158	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_14_11586A_1	EU_13_A2	Europe	UK	NA	NA	134/136/158	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_14_11586A	EU_13_A2	Europe	UK	NA	NA	134/136/158	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_14_11862D	EU_13_A2	Europe	UK	NA	NA	136/136/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_14_11554D	EU_13_A2	Europe	UK	NA	NA	136/138/158	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
CH2012_37	EU_13_A2	Asia	China	NA	NA	136/140/154	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_14_11926A	EU_13_A2	Europe	UK	NA	NA	136/140/158	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Amiga_SarpoMira_38_3	EU_13_A2	Europe	Ireland	NA	NA	136/152/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
CH2012_39	EU_13_A2	Asia	China	NA	NA	136/154/0	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
2008_6050B	EU_13_A2	Europe	UK	NA	NA	136/154/0	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/266/0	341/341/0	173/173/0	205/205/0	0	12
PCL_12_9606B_FDM	EU_13_A2	Europe	UK	NA	NA	136/154/0	260/266/0	284/296/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_4890A	EU_13_A2	Europe	UK	NA	NA	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/158/160	266/268/0	341/341/0	173/173/0	205/213/0	0	12
34_12_12DL1_4	EU_13_A2	Europe	N_Ireland	NA	NA	136/154/0	260/266/0	284/294/302	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
13_10834A_TF	EU_13_A2	Europe	UK	NA	NA	136/158/0	260/266/0	284/292/296	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
PCL_12_10170B	EU_13_A2	Europe	UK	NA	NA	136/158/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Msc_13_006C	EU_13_A2	NA	NA	NA	NA	136/154/0	260/266/0	284/294/296	166/170/0	192/192/0	240/244/0	273/279/0	154/164/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
DE_2012_010_002	EU_13_A2	Europe	Germany	NA	NA	134/136/152	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	158/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
13_10734A	EU_13_A2	Europe	UK	NA	NA	136/158/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	160/160/0	266/266/0	341/341/0	173/173/0	205/213/0	0	12
PCL_12_10466A_FTA	EU_13_A2	Europe	UK	NA	NA	136/140/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	160/164/0	266/268/0	328/341/0	173/173/0	205/213/0	0	12
13_14AN1_1	EU_13_A2	NA	ND	NA	NA	136/140/154	260/266/0	294/296/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
2013-K2-4	EU_13_A2	Asia	China	2013	NA	136/140/156	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
2013-MZ-4	EU_13_A2	Asia	China	2013	NA	136/140/152	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	160/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_5242A	EU_13_A2	Europe	UK	NA	NA	136/136/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
37_14AN6_2	EU_13_A2	NA	ND	NA	NA	136/140/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/162	266/268/0	341/341/0	173/173/0	205/213/0	0	12
59_BL1-14-29	EU_13_A2	NA	ND	NA	NA	136/138/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_5002E	EU_13_A2	Europe	UK	NA	NA	136/164/166	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_5322G	EU_13_A2	Europe	UK	NA	NA	140/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Bayer10D	EU_13_A2	Europe	NA	NA	NA	136/140/158	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_5674C	EU_13_A2	Europe	UK	NA	NA	136/144/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_5054D	EU_13_A2	Europe	UK	NA	NA	136/150/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_4708D	EU_13_A2	Europe	UK	NA	NA	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Bayer9H	EU_13_A2	Europe	NA	NA	NA	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/266/0	341/341/0	173/173/0	205/213/0	0	12
07_4974B	EU_13_A2	Europe	UK	NA	NA	138/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_5178E	EU_13_A2	Europe	UK	NA	NA	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/162/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_5282G	EU_13_A2	Europe	UK	NA	NA	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	160/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_5362B	EU_13_A2	Europe	UK	NA	NA	130/136/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Bayer16G	EU_13_A2	Europe	NA	NA	NA	136/142/152	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_5162E	EU_13_A2	Europe	UK	NA	NA	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	152/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_4762A	EU_13_A2	Europe	UK	NA	NA	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	264/266/268	341/341/0	173/173/0	205/213/0	0	12
07_5958A	EU_13_A2	Europe	UK	NA	NA	136/158/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	152/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_5954A	EU_13_A2	Europe	UK	NA	NA	136/170/0	260/266/0	284/292/294	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_6014D	EU_13_A2	Europe	UK	NA	NA	140/146/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/0	266/268/0	341/341/0	173/173/0	205/213/0	0	12
Bayer10B	EU_13_A2	Europe	NA	NA	NA	136/154/0	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/162	266/268/0	341/341/0	173/173/0	205/213/0	0	12
07_5950F	EU_13_A2	Europe	UK	NA	NA	132/136/154	260/266/0	284/294/0	166/170/0	192/192/0	240/244/0	273/279/0	154/160/164	266/268/0	341/341/0	173/173/0	205/213/0	0	12
